id,client_id,company_id,module_id,feature_code,feature_name,screen_name,serial_no,excel_upload_allowed,copy_allowed,approve_allowed,is_active,is_deleted,created_at,created_by,updated_at,updated_by,group_code,group_name,group_serial_no
b0f007b8-d220-43f2-9752-d335f065a021,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,da9ca962-4243-40db-a8f7-25f1e7efab6d,AD-USR,User Management,/setup/users,1,false,false,false,true,false,2026-06-15 10:47:16.685568+00,null,null,null,AD-USMG,User Management,1
1d2f34a9-53ac-4286-aed8-318d7a3670c9,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,da9ca962-4243-40db-a8f7-25f1e7efab6d,AD-PRM,User Permissions,/setup/permissions,2,false,false,false,true,false,2026-06-15 10:47:16.685568+00,null,null,null,AD-USMG,User Management,1
ecc461cf-c76b-4529-b835-aba24ac90529,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-RPT-PBR,Pending Bills Register,/reports/PENDING_BILLS_REGISTER,3,false,false,false,true,false,2026-08-04 07:13:38.755063+00,null,null,null,FN-RPT,Reports,1
4f391dc0-cd78-4922-a4ea-c379eaa083a4,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-TRB,Trial Balance,/finance/trial-balance,3,false,false,false,true,false,2026-06-15 10:42:18.223889+00,null,null,null,FN-RPT,Reports,1
4b82f5b7-6f7a-4821-a5e9-d8be47c21cc3,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-PNL,Profit & Loss,/finance/profit-loss,4,false,false,false,true,false,2026-06-15 10:42:18.223889+00,null,null,null,FN-RPT,Reports,1
dadb4ebc-2052-4383-81b8-dbd1587f27a6,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-RPT-PBG,Pending Bills by Customer,/reports/PENDING_BILLS_BY_CUSTOMER,4,false,false,false,true,false,2026-08-04 07:13:38.755063+00,null,null,null,FN-RPT,Reports,1
c402a559-82ef-44c7-ac16-a736519ec8f2,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-BSH,Balance Sheet,/finance/balance-sheet,5,false,false,false,true,false,2026-06-15 10:42:18.223889+00,null,null,null,FN-RPT,Reports,1
e4196c69-003a-4bd8-86b5-cbeb674326d5,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-PRV,Payment/Receipt Voucher,/finance/voucher-list,0,false,true,true,true,false,2026-06-20 02:49:23.22345+00,null,null,null,FN-TXN,Transactions,0
54a18477-3aee-49c0-948e-15113c11b98c,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-EX,Exchange Rates,/finance/exchange-rates,0,false,false,false,true,false,2026-06-19 15:42:34.79277+00,null,null,null,FN-TXN,Transactions,0
eb2187e7-0afd-4c37-9f5b-b61328e3a84a,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-CTR,Contra Voucher,/finance/contra,1,false,true,true,true,false,2026-07-23 12:48:17.639188+00,null,null,null,FN-TXN,Transactions,0
cca9d24d-899d-46a2-b16f-5a513f014074,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-JRN,Journal Entry,/finance/journal,1,false,false,true,true,false,2026-06-15 10:42:18.223889+00,null,null,null,FN-TXN,Transactions,0
98dfd5f4-80a1-4080-aea1-77fcabccd4a5,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-CBK,Cash Book,/finance/cashbook,2,false,false,false,true,false,2026-06-15 10:42:18.223889+00,null,null,null,FN-TXN,Transactions,0
3cf3015f-b5ce-431f-ba4c-f6ca0b0854c3,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,25ffcd11-734f-4f50-beb4-984d5033267d,FN-EXP,Expense Voucher,/finance/expense-vouchers,2,false,false,true,true,false,2026-07-23 14:48:07.775159+00,null,null,null,FN-TXN,Transactions,0
2fa56504-5ec0-4b46-ac19-ccd6f5c79cfb,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-STK,Stock List,/inventory/stock,1,false,false,false,true,false,2026-06-15 10:42:18.223889+00,null,null,null,IN-OPS,Operations,0
8a1eb563-c1fa-4aaf-9dce-564aa7a45cf5,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-TRF,Stock Transfer,/inventory/transfers,2,false,false,true,true,false,2026-06-15 10:42:18.223889+00,null,null,null,IN-OPS,Operations,0
ca97d4b3-038e-4f4d-9092-2828dbcd15fe,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-MRQ,Material Requisition,/inventory/requisitions,3,false,false,true,true,false,2026-07-07 04:09:44.645918+00,null,null,null,IN-OPS,Operations,0
6d21a73a-153b-4e19-a01a-33bd79b21258,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-ADJ,Stock Adjustment,/inventory/adjustments,3,false,false,true,true,false,2026-06-15 10:42:18.223889+00,null,null,null,IN-OPS,Operations,0
bba4e4d6-64b6-4f9e-9f74-78d531f6ce45,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-MIS,Material Issue,/inventory/material-issue,4,false,false,true,true,false,2026-07-07 04:09:44.645918+00,null,null,null,IN-OPS,Operations,0
6e3fa2df-4228-4f63-8fb8-b2e812f17506,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-STR,Stock Transfer Request,/inventory/stock-transfer-requests,5,false,false,true,true,false,2026-07-07 09:32:37.329552+00,null,null,null,IN-OPS,Operations,0
f02fa03f-85a0-4482-9228-cda34ed22779,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-SRC,Stock Receipt,/inventory/stock-receipts,6,false,false,true,true,false,2026-07-07 09:32:37.329552+00,null,null,null,IN-OPS,Operations,0
a2121f16-c352-4098-a771-0b6ca0d2d6a5,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-OPN,Opening Stock,/inventory/opening-stock,7,true,false,true,true,false,2026-07-08 11:53:13.426154+00,null,null,null,IN-OPS,Operations,0
87e6db9b-65de-4987-8782-a72b29038ef0,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-CNT,Stock Count,/inventory/stock-count,8,true,true,true,true,false,2026-07-08 14:45:58.592652+00,null,null,null,IN-OPS,Operations,0
c3309813-1f98-43a4-9937-163758aa4d68,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-CNR,Stock Count Review,/inventory/stock-count-review,9,false,false,true,true,false,2026-07-08 14:46:37.097617+00,null,null,null,IN-OPS,Operations,0
9292188d-1d13-4af5-a089-c51a0db79181,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-RPT-SBM,Stock Balance by Location,/reports/STOCK_BALANCE_MATRIX,10,false,false,false,true,false,2026-08-04 07:13:38.755063+00,null,null,null,IN-RPT,Reports,5
e3f72d0f-8527-48d1-a0f7-d75a9e74f2c2,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,cc66e391-89de-4c13-997c-9f1efd147207,IN-DCA,Consumption Area Setup,/inventory/department-consumption-areas,0,false,false,false,true,false,2026-07-07 04:09:44.645918+00,null,null,null,IN-SETG,Setup,1
cda8ad66-a7a2-4c94-8e45-f057bead63cd,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,bb545192-1c07-4ee9-bc75-3d97965fe08a,PR-POL,Purchase Orders,/purchase/orders,1,true,true,true,true,false,2026-07-03 10:11:06.477667+00,null,null,null,PR-TXN,Transactions,0
77ca9f1f-62d9-482a-badd-a038b634d6de,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,bb545192-1c07-4ee9-bc75-3d97965fe08a,PR-PO,Create Purchase Order,/purchase/order-entry,1,false,true,true,true,false,2026-06-15 10:42:18.223889+00,null,null,null,PR-TXN,Transactions,0
8e217876-cb3b-4ccc-8669-e4fe36320025,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,bb545192-1c07-4ee9-bc75-3d97965fe08a,PR-GRE,GRN Entry,/purchase/grn-entry,2,true,true,true,true,false,2026-07-04 11:46:43.39008+00,null,null,null,PR-TXN,Transactions,0
197f7001-99ee-449b-9898-05ed5df796be,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,bb545192-1c07-4ee9-bc75-3d97965fe08a,PR-GRN,Goods Receipt,/purchase/grn,2,false,false,true,true,false,2026-06-15 10:42:18.223889+00,null,null,null,PR-TXN,Transactions,0
d81f3d5f-6174-4912-9bd7-27947bd848b7,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,bb545192-1c07-4ee9-bc75-3d97965fe08a,PR-GRL,GRN List,/purchase/grn,3,true,true,true,true,false,2026-07-04 11:50:21.19739+00,null,null,null,PR-TXN,Transactions,0
c27f22e7-2ca9-43eb-9c3b-4c2b43f74d24,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,bb545192-1c07-4ee9-bc75-3d97965fe08a,PR-RET,Purchase Return,/purchase/returns,3,false,false,true,true,false,2026-07-06 15:12:40.892189+00,null,null,null,PR-TXN,Transactions,0
b81918ab-224e-4652-ad99-18d0045c13de,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,bb545192-1c07-4ee9-bc75-3d97965fe08a,PR-INV,Purchase Invoice,/purchase/invoices,3,false,true,true,true,false,2026-06-15 10:42:18.223889+00,null,null,null,PR-TXN,Transactions,0
06f4a306-3a88-48e4-900a-79f0871f2c7a,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,bb545192-1c07-4ee9-bc75-3d97965fe08a,PR-PAY,Supplier Payment,/purchase/payments,4,false,false,false,true,false,2026-06-15 10:42:18.223889+00,null,null,null,PR-TXN,Transactions,0
c1ad9cd5-8fdd-4515-8f95-ae3439f3ba36,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,b8c81068-8a3f-40c8-88b2-8b332d3148df,SL-PRC,Price Master,/sales/price-master,0,false,false,true,true,false,2026-07-13 16:49:42.492576+00,null,null,null,SL-MST,Pricing & Setup,0
b6b8de66-640b-4dcf-aff1-ab52e5d244c2,5cf9eacb-77c4-4ec6-ba87-a4fc24d05f1a,e8ea07be-afce-4063-abe3-96945fc5c10b,b8c81068-8a3f-40c8-88b2-8b332d3148df,SL-EXE,Sales Executives,/sales/sales-executives,1,false,false,false,true,false,2026-07-21 14:22:21.189382+00,null,null,null,SL-MST,Pricing & Setup,0
